﻿Age (bin),Churn Category,Churn Label,Churn Reason,Contract Type,Customer ID,Device Protection & Online Backup,Gender,Group,Grouped Monthly GB Download,Intl Active,Intl Plan,Number of Customers in Group,Payment Method,Phone Number,Senior,State,Under 30,Unlimited Data Plan,Account Length (in months),Age,Avg Customer Service Calls,Avg Extra Data Charges,Avg Extra Intl Charges,Avg Monthly GB Download,Churned,Customer Service Calls,Extra Data Charges,Extra International Charges,Intl Calls,Intl Mins,Local Calls,Local Mins,Monthly Charge,Number of Churned Customers,Total Charges
45,,No,,Two Year,6309-JVOD,Yes,Female,Yes,10-May,No,no,3,Direct Debit,338-5981,No,ME,No,Yes,70,47,0,$0.00 ,$0.00 ,5,0,0,$0 ,$0 ,0,0,331,"1,114.20",$22.00 ,0,"1,502"
60,,No,,Two Year,5968-YHPE,Yes,Female,Yes,10-May,No,no,3,Direct Debit,322-8994,No,AZ,No,Yes,69,63,0,$0.00 ,$0.00 ,8,0,0,$0 ,$0 ,0,0,268,482.9,$18.00 ,0,"1,243"
55,,No,,Two Year,0955-TJIS,Yes,Female,Yes,>10,No,no,4,Direct Debit,414-9119,No,CT,No,Yes,69,59,0,$0.00 ,$0.00 ,11,0,0,$0 ,$0 ,0,0,133,344.3,$43.00 ,0,"2,945"
35,,No,,Two Year,8295-KVRS,Yes,Female,Yes,>10,No,no,5,Direct Debit,391-5516,No,TN,No,Yes,71,38,0,$0.00 ,$0.00 ,12,0,0,$0 ,$0 ,0,0,211,498.7,$26.00 ,0,"1,817"
40,,No,,Two Year,4810-KXKF,Yes,Female,Yes,>10,No,no,5,Direct Debit,347-3219,No,OR,No,Yes,71,44,0,$0.00 ,$0.00 ,15,0,0,$0 ,$0 ,0,0,359,989.6,$46.00 ,0,"3,233"
45,,No,,Two Year,6445-OOXX,Yes,Female,Yes,10-May,No,no,6,Direct Debit,418-3135,No,KS,No,Yes,64,48,2,$0.00 ,$0.00 ,6,0,2,$0 ,$0 ,0,0,254,572.3,$53.00 ,0,"3,348"
50,,No,,Two Year,1510-YTGK,Yes,Male,Yes,0-5,No,no,2,Direct Debit,368-9836,No,HI,No,Yes,70,50,0,$0.00 ,$0.00 ,2,0,0,$0 ,$0 ,0,0,269,764.5,$32.00 ,0,"2,203"
30,,No,,Two Year,2070-FQNJ,Yes,Male,Yes,0-5,No,no,2,Direct Debit,277-8297,No,OK,No,Yes,68,31,0,$0.00 ,$0.00 ,4,0,0,$0 ,$0 ,0,0,313,749.3,$18.00 ,0,"1,231"
55,,No,,Two Year,8303-QUWW,Yes,Male,Yes,0-5,No,no,2,Direct Debit,331-9323,No,GA,No,Yes,71,59,2,$0.00 ,$0.00 ,3,0,2,$0 ,$0 ,0,0,409,920.9,$35.00 ,0,"2,498"
40,,No,,Two Year,5175-QFBI,Yes,Male,Yes,>10,No,no,2,Direct Debit,394-9220,No,CA,No,Yes,64,43,2,$0.00 ,$0.00 ,19,0,2,$0 ,$0 ,0,0,397,965.4,$49.00 ,0,"3,137"
45,,No,,Two Year,2556-LRZV,Yes,Male,Yes,10-May,No,no,3,Direct Debit,281-5323,No,RI,No,Yes,63,47,0,$0.00 ,$0.00 ,5,0,0,$0 ,$0 ,0,0,210,633.4,$39.00 ,0,"2,484"
60,,No,,Two Year,1571-GLKU,Yes,Male,Yes,>10,No,no,3,Direct Debit,306-2748,No,IN,No,Yes,74,63,0,$0.00 ,$0.00 ,11,0,0,$0 ,$0 ,0,0,228,516.8,$26.00 ,0,"1,890"
45,,No,,Two Year,9017-TRME,Yes,Male,Yes,10-May,No,no,3,Direct Debit,346-5992,No,ID,No,Yes,66,48,1,$0.00 ,$0.00 ,6,0,1,$0 ,$0 ,0,0,224,465.2,$20.00 ,0,"1,311"
40,,No,,Two Year,5789-PRTU,Yes,Male,Yes,>10,No,no,4,Direct Debit,358-9007,No,KY,No,Yes,68,44,0,$0.00 ,$0.00 ,10,0,0,$0 ,$0 ,0,0,109,340.8,$36.00 ,0,"2,449"
30,,No,,Two Year,1649-ATFA,Yes,Male,Yes,>10,No,no,4,Direct Debit,359-6931,No,WV,No,Yes,41,32,0,$0.00 ,$0.00 ,30,0,0,$0 ,$0 ,0,0,110,324.4,$42.00 ,0,"1,685"
35,,No,,Two Year,9076-TOUJ,Yes,Male,Yes,10-May,No,no,4,Direct Debit,343-2465,No,ID,No,Yes,57,37,1,$0.00 ,$0.00 ,6,0,1,$0 ,$0 ,0,0,248,626.1,$43.00 ,0,"2,464"
40,,No,,Two Year,8009-ZTJU,Yes,Male,Yes,0-5,No,no,4,Direct Debit,324-6464,No,MT,No,Yes,72,40,2,$0.00 ,$0.00 ,3,0,2,$0 ,$0 ,0,0,434,939.9,$37.00 ,0,"2,707"
45,,No,,Two Year,8514-CHDO,Yes,Male,Yes,0-5,No,no,4,Direct Debit,368-6174,No,CO,No,Yes,71,49,2,$0.00 ,$0.00 ,4,0,2,$0 ,$0 ,0,0,359,990.9,$59.00 ,0,"4,166"
60,,No,,Two Year,6388-JGXT,Yes,Male,Yes,10-May,No,no,5,Direct Debit,338-8582,No,WY,No,Yes,45,60,0,$0.00 ,$0.00 ,9,0,0,$0 ,$0 ,0,0,88,223.3,$37.00 ,0,"1,672"
60,,No,,Two Year,8826-JIMM,Yes,Male,Yes,>10,No,no,5,Direct Debit,392-2268,No,IN,No,Yes,71,64,0,$0.00 ,$0.00 ,19,0,0,$0 ,$0 ,0,0,145,355,$35.00 ,0,"2,491"
55,,No,,Two Year,0065-HPMG,Yes,Male,Yes,>10,No,no,5,Direct Debit,397-4030,No,MD,No,Yes,70,59,0,$0.00 ,$0.00 ,27,0,0,$0 ,$0 ,0,0,379,"1,122.60",$34.00 ,0,"2,419"
45,,No,,Two Year,4560-QCID,Yes,Male,Yes,0-5,No,no,6,Direct Debit,284-2519,No,WY,No,Yes,58,48,0,$0.00 ,$0.00 ,4,0,0,$0 ,$0 ,0,0,105,404.7,$25.00 ,0,"1,429"
60,,No,,Two Year,8264-BLTO,Yes,Male,Yes,10-May,No,no,6,Direct Debit,364-7644,No,FL,No,Yes,62,60,0,$0.00 ,$0.00 ,5,0,0,$0 ,$0 ,0,0,297,619.6,$49.00 ,0,"3,021"
55,,No,,Two Year,0796-BSVM,Yes,Male,Yes,>10,No,no,6,Direct Debit,366-1688,No,GA,No,Yes,68,55,0,$0.00 ,$0.00 ,25,0,0,$0 ,$0 ,0,0,146,542.1,$35.00 ,0,"2,379"
30,,No,,Month-to-Month,0684-CWTT,Yes,Male,Yes,>10,No,no,3,Paper Check,368-3808,No,ME,No,Yes,17,31,0,$0.00 ,$0.00 ,10,0,0,$0 ,$0 ,0,0,80,221.9,$43.00 ,0,726
35,,No,,One Year,3381-XBCL,Yes,Female,Yes,10-May,No,no,6,Paper Check,354-5069,No,CO,No,Yes,34,37,0,$0.00 ,$0.00 ,8,0,0,$0 ,$0 ,0,0,144,335.9,$20.00 ,0,660
30,,No,,Two Year,3686-PQGL,Yes,Male,Yes,>10,No,no,3,Paper Check,389-8163,No,NV,No,Yes,48,33,0,$0.00 ,$0.00 ,12,0,0,$0 ,$0 ,0,0,136,238.6,$47.00 ,0,"2,222"
35,,No,,Two Year,4738-ZYWD,Yes,Male,Yes,10-May,No,no,3,Paper Check,394-5202,No,AK,No,Yes,47,36,1,$0.00 ,$0.00 ,5,0,1,$0 ,$0 ,0,0,117,284.9,$40.00 ,0,"1,915"
55,,No,,Two Year,5510-TPTT,Yes,Male,Yes,>10,No,no,5,Paper Check,419-9713,No,NM,No,Yes,72,57,0,$0.00 ,$0.00 ,11,0,0,$0 ,$0 ,0,0,207,432.8,$22.00 ,0,"1,619"
80,,No,,Month-to-Month,4349-LCZV,Yes,Female,Yes,0-5,No,no,2,Credit Card,359-8906,Yes,KY,No,Yes,58,80,1,$0.00 ,$0.00 ,4,0,1,$0 ,$0 ,0,0,215,584.2,$43.00 ,0,"2,497"
70,,No,,Month-to-Month,6923-ROQJ,Yes,Female,Yes,10-May,No,no,3,Credit Card,334-2254,Yes,NM,No,Yes,60,72,0,$0.00 ,$0.00 ,9,0,0,$0 ,$0 ,0,0,240,662.9,$46.00 ,0,"2,779"
65,,No,,Month-to-Month,9285-UQUX,Yes,Male,Yes,>10,No,no,2,Credit Card,394-9942,Yes,MT,No,Yes,41,65,1,$0.00 ,$0.00 ,10,0,1,$0 ,$0 ,0,0,211,446.1,$34.00 ,0,"1,393"
65,,No,,Month-to-Month,4170-RSAN,Yes,Male,Yes,>10,No,no,5,Credit Card,378-1936,Yes,ND,No,Yes,50,66,2,$0.00 ,$0.00 ,10,0,2,$0 ,$0 ,0,0,64,198.9,$45.00 ,0,"2,236"
65,,No,,One Year,1309-IYZD,Yes,Male,Yes,>10,No,no,2,Credit Card,270-8779,Yes,WA,No,Yes,25,67,0,$0.00 ,$0.00 ,27,0,0,$0 ,$0 ,0,0,35,101.1,$21.00 ,0,529
65,,No,,One Year,5597-PWUO,Yes,Male,Yes,>10,No,no,2,Credit Card,330-4233,Yes,RI,No,Yes,30,66,0,$0.00 ,$0.00 ,29,0,0,$0 ,$0 ,0,0,122,354.9,$29.00 ,0,843
65,,No,,One Year,2666-YLZW,Yes,Male,Yes,0-5,No,no,3,Credit Card,265-6848,Yes,NM,No,Yes,21,68,1,$0.00 ,$0.00 ,3,0,1,$0 ,$0 ,0,0,95,232.7,$27.00 ,0,570
70,,No,,Two Year,0134-HBPS,Yes,Female,Yes,0-5,No,no,4,Credit Card,341-8510,Yes,TX,No,Yes,29,71,0,$0.00 ,$0.00 ,4,0,0,$0 ,$0 ,0,0,130,287.6,$16.00 ,0,454
65,,No,,Two Year,7569-NQME,Yes,Female,Yes,>10,No,no,4,Credit Card,266-10415,Yes,OK,No,Yes,23,67,0,$0.00 ,$0.00 ,19,0,0,$0 ,$0 ,0,0,125,328.9,$32.00 ,0,745
70,,No,,One Year,1233-WQRJ,Yes,Female,Yes,10-May,No,no,2,Direct Debit,340-9977,Yes,VA,No,Yes,54,70,0,$0.00 ,$0.00 ,5,0,0,$0 ,$0 ,0,0,182,544.9,$34.00 ,0,"1,858"
70,,No,,One Year,7550-QGTB,Yes,Female,Yes,>10,No,no,2,Direct Debit,255-5361,Yes,CA,No,Yes,66,71,0,$0.00 ,$0.00 ,10,0,0,$0 ,$0 ,0,0,412,854,$28.00 ,0,"1,871"
65,,No,,One Year,7216-BWAX,Yes,Female,Yes,>10,No,no,2,Direct Debit,387-10793,Yes,SC,No,Yes,66,68,2,$0.00 ,$0.00 ,11,0,2,$0 ,$0 ,0,0,227,594.2,$30.00 ,0,"1,970"
65,,No,,One Year,0891-UKDK,Yes,Male,Yes,>10,No,no,3,Direct Debit,292-4771,Yes,NY,No,Yes,38,66,0,$0.00 ,$0.00 ,25,0,0,$0 ,$0 ,0,0,93,306.8,$39.00 ,0,"1,507"
80,,No,,One Year,2514-PDDI,Yes,Male,Yes,0-5,No,no,4,Direct Debit,375-10507,Yes,ND,No,Yes,68,82,0,$0.00 ,$0.00 ,2,0,0,$0 ,$0 ,0,0,210,608.7,$54.00 ,0,"3,664"
75,,No,,One Year,7033-TQMA,Yes,Male,Yes,0-5,No,no,4,Direct Debit,282-2157,Yes,FL,No,Yes,50,77,0,$0.00 ,$0.00 ,4,0,0,$0 ,$0 ,0,0,210,555,$39.00 ,0,"1,945"
65,,No,,One Year,4860-EFJE,Yes,Male,Yes,>10,No,no,6,Direct Debit,382-2436,Yes,MD,No,Yes,62,66,0,$0.00 ,$0.00 ,29,0,0,$0 ,$0 ,0,0,350,874.7,$32.00 ,0,"2,000"
75,,No,,Two Year,4422-YRSX,Yes,Female,Yes,10-May,No,no,2,Direct Debit,397-6542,Yes,UT,No,Yes,75,75,0,$0.00 ,$0.00 ,5,0,0,$0 ,$0 ,0,0,272,819.5,$37.00 ,0,"2,761"
65,,No,,Two Year,4406-ZCIJ,Yes,Female,Yes,10-May,No,no,2,Direct Debit,343-3245,Yes,MT,No,Yes,23,67,0,$0.00 ,$0.00 ,6,0,0,$0 ,$0 ,0,0,39,117.2,$40.00 ,0,934
65,,No,,Two Year,0036-XKEJ,Yes,Female,Yes,10-May,No,no,2,Direct Debit,308-1841,Yes,ID,No,Yes,26,67,2,$0.00 ,$0.00 ,6,0,2,$0 ,$0 ,0,0,64,103,$36.00 ,0,927
65,,No,,Two Year,9538-VAES,Yes,Female,Yes,>10,No,no,3,Direct Debit,367-2733,Yes,IN,No,Yes,54,65,0,$0.00 ,$0.00 ,11,0,0,$0 ,$0 ,0,0,198,434.3,$16.00 ,0,875
75,,No,,Two Year,3631-BDNP,Yes,Female,Yes,>10,No,no,3,Direct Debit,332-4291,Yes,NE,No,Yes,24,79,0,$0.00 ,$0.00 ,13,0,0,$0 ,$0 ,0,0,100,361.3,$30.00 ,0,730
75,,No,,Two Year,9926-UPTR,Yes,Female,Yes,10-May,No,no,3,Direct Debit,363-3486,Yes,KS,No,Yes,33,78,1,$0.00 ,$0.00 ,5,0,1,$0 ,$0 ,0,0,57,164.5,$52.00 ,0,"1,710"
65,,No,,Two Year,1697-RBEN,Yes,Female,Yes,10-May,No,no,3,Direct Debit,382-4952,Yes,IN,No,Yes,73,67,2,$0.00 ,$0.00 ,7,0,2,$0 ,$0 ,0,0,365,798.1,$52.00 ,0,"3,806"
65,,No,,Two Year,6957-KUAO,Yes,Female,Yes,10-May,No,no,6,Direct Debit,322-8050,Yes,OR,No,Yes,71,67,0,$0.00 ,$0.00 ,6,0,0,$0 ,$0 ,0,0,235,640,$58.00 ,0,"4,114"
75,,No,,Two Year,4665-CRND,Yes,Male,Yes,0-5,No,no,2,Direct Debit,260-8180,Yes,IA,No,Yes,67,75,1,$0.00 ,$0.00 ,4,0,1,$0 ,$0 ,0,0,187,470,$34.00 ,0,"2,300"
65,,No,,Two Year,0995-LODK,Yes,Male,Yes,10-May,No,no,2,Direct Debit,390-1612,Yes,MO,No,Yes,68,65,4,$0.00 ,$0.00 ,5,0,4,$0 ,$0 ,0,0,209,479.1,$31.00 ,0,"2,111"
75,,No,,Two Year,2680-UVBL,Yes,Male,Yes,0-5,No,no,4,Direct Debit,339-1927,Yes,GA,No,Yes,51,79,1,$0.00 ,$0.00 ,4,0,1,$0 ,$0 ,0,0,114,305.2,$37.00 ,0,"1,867"
30,,No,,Month-to-Month,5613-BFKE,Yes,Female,No,0-5,No,yes,0,Credit Card,382-5890,No,GA,No,Yes,27,34,0,$0.00 ,$0.00 ,4,0,0,$0 ,$0 ,0,0,164,372.1,$11.00 ,0,300
35,,No,,One Year,1004-EAPW,Yes,Male,No,0-5,No,yes,0,Credit Card,328-6661,No,WY,No,Yes,50,37,0,$0.00 ,$0.00 ,4,0,0,$0 ,$0 ,0,0,152,454.4,$42.00 ,0,"2,099"
50,,No,,One Year,6598-SAVZ,Yes,Female,No,0-5,No,yes,0,Direct Debit,324-6722,No,CT,No,Yes,37,50,0,$0.00 ,$0.00 ,2,0,0,$0 ,$0 ,0,0,261,593.4,$39.00 ,0,"1,450"
65,,No,,Two Year,3356-CDIH,Yes,Male,No,10-May,No,yes,0,Credit Card,276-6701,Yes,FL,No,Yes,70,69,0,$0.00 ,$0.00 ,9,0,0,$0 ,$0 ,0,0,402,844,$59.00 ,0,"4,148"
45,,No,,Month-to-Month,4086-ONYS,Yes,Male,Yes,0-5,No,yes,5,Credit Card,406-5870,No,DC,No,Yes,33,47,1,$0.00 ,$0.00 ,4,0,1,$0 ,$0 ,0,0,171,490.2,$15.00 ,0,485
50,,No,,Two Year,0524-KTEC,Yes,Male,Yes,10-May,No,yes,3,Direct Debit,327-8053,No,MI,No,Yes,64,51,0,$0.00 ,$0.00 ,5,0,0,$0 ,$0 ,0,0,330,640.4,$22.00 ,0,"1,431"
45,,No,,Month-to-Month,0079-BPCT,Yes,Female,No,0-5,Yes,no,0,Credit Card,297-3945,No,WI,No,No,22,47,0,$99.00 ,$115.50 ,0,0,0,$99 ,$116 ,88,231,35,130.5,$19.00 ,0,419
30,,No,,Month-to-Month,2999-UUCX,Yes,Female,No,>10,Yes,no,0,Credit Card,404-4421,No,CO,No,No,18,33,0,$27.00 ,$40.20 ,35,0,0,$27 ,$40 ,90,120.6,72,178.5,$25.00 ,0,446
60,,No,,Month-to-Month,5366-QXTV,Yes,Male,No,10-May,Yes,no,0,Credit Card,287-7135,No,CT,No,No,35,60,0,$46.00 ,$74.40 ,8,0,0,$46 ,$74 ,140,297.5,141,492.5,$54.00 ,0,"1,912"
50,,No,,One Year,6078-FJZF,Yes,Female,No,0-5,Yes,no,0,Credit Card,360-3851,No,RI,No,No,67,51,0,$88.00 ,$448.90 ,4,0,0,$88 ,$449 ,268,897.8,167,266.6,$41.00 ,0,"2,723"
45,,No,,One Year,1292-NDAR,Yes,Female,No,10-May,Yes,no,0,Credit Card,380-6413,No,FL,No,No,46,48,0,$26.00 ,$96.60 ,6,0,0,$26 ,$97 ,184,483,219,503.2,$32.00 ,0,"1,476"
35,,No,,Two Year,1581-MGTB,Yes,Female,No,10-May,Yes,no,0,Credit Card,313-8668,No,WY,No,No,71,37,0,$71.00 ,$319.50 ,7,0,0,$71 ,$320 ,284,958.5,125,282.2,$26.00 ,0,"1,810"
40,,No,,Two Year,1842-JWUX,Yes,Female,No,10-May,Yes,no,0,Credit Card,341-3663,No,UT,No,No,64,41,0,$38.00 ,$185.60 ,8,0,0,$38 ,$186 ,192,556.8,276,575.8,$63.00 ,0,"4,041"
60,,No,,Month-to-Month,5046-IJNI,Yes,Female,No,0-5,Yes,no,0,Direct Debit,340-8291,No,TN,No,No,7,60,0,$4.00 ,$24.00 ,3,0,0,$4 ,$24 ,56,72.1,11,27.9,$50.00 ,0,347
30,,No,,Month-to-Month,0624-BDFT,Yes,Female,No,>10,Yes,no,0,Direct Debit,303-5533,No,KY,No,No,13,33,0,$33.00 ,$51.60 ,12,0,0,$33 ,$52 ,52,154.7,76,126.4,$34.00 ,0,426
35,,No,,Month-to-Month,9391-QWXD,Yes,Female,No,10-May,Yes,no,0,Direct Debit,282-8820,No,IL,No,No,66,38,1,$40.00 ,$475.20 ,6,0,1,$40 ,$475 ,264,950.4,276,921.6,$56.00 ,0,"3,686"
40,,No,,Month-to-Month,9358-JLBZ,Yes,Male,No,>10,Yes,no,0,Direct Debit,417-9814,No,MO,No,No,2,42,0,$6.00 ,$4.20 ,10,0,0,$6 ,$4 ,10,16.8,4,9.4,$52.00 ,0,98
35,,No,,One Year,2143-CFMI,Yes,Male,No,0-5,Yes,no,0,Direct Debit,327-8975,No,NE,No,No,62,35,0,$30.00 ,$226.90 ,3,0,0,$30 ,$227 ,248,"1,134.60",306,739.1,$33.00 ,0,"2,002"
50,,No,,Two Year,2476-DQLP,Yes,Female,No,10-May,Yes,no,0,Direct Debit,310-5341,No,MA,No,No,73,52,0,$26.00 ,$181.00 ,8,0,0,$26 ,$181 ,292,905.2,219,798.8,$49.00 ,0,"3,527"
55,,No,,Two Year,0996-BUAT,Yes,Male,No,>10,Yes,no,0,Direct Debit,341-10586,No,UT,No,No,54,58,0,$47.00 ,$283.50 ,13,0,0,$47 ,$284 ,216,567,185,434.9,$52.00 ,0,"2,842"
40,,No,,Two Year,7112-PVAD,Yes,Male,No,0-5,Yes,no,0,Direct Debit,411-4293,No,MA,No,No,57,41,2,$39.00 ,$155.00 ,1,0,2,$39 ,$155 ,456,775.2,160,511.2,$52.00 ,0,"2,936"
50,,No,,Two Year,8914-ITGG,Yes,Male,No,>10,Yes,no,0,Direct Debit,233-5890,No,NC,No,No,73,54,2,$79.00 ,$438.00 ,15,0,2,$79 ,$438 ,292,876,443,944.7,$42.00 ,0,"3,026"
65,,No,,Two Year,7922-UUVG,Yes,Male,No,10-May,Yes,no,0,Credit Card,415-6347,Yes,SC,No,No,46,67,0,$52.00 ,$203.90 ,7,0,0,$52 ,$204 ,414,611.8,191,456.1,$21.00 ,0,964
70,,No,,Month-to-Month,4852-YKDI,Yes,Female,No,0-5,Yes,no,0,Direct Debit,320-8741,Yes,GA,No,No,48,70,0,$75.00 ,$388.80 ,2,0,0,$75 ,$389 ,192,777.6,133,285.7,$42.00 ,0,"2,007"
65,,No,,Month-to-Month,3987-TFKC,Yes,Female,No,>10,Yes,no,0,Direct Debit,397-7496,Yes,NY,No,No,60,68,0,$40.00 ,$145.20 ,13,0,0,$40 ,$145 ,240,726,200,483.6,$69.00 ,0,"4,145"
70,,No,,Month-to-Month,6520-AEYH,Yes,Male,No,10-May,Yes,no,0,Direct Debit,328-5245,Yes,WA,No,No,72,72,0,$73.00 ,$252.00 ,5,0,0,$73 ,$252 ,288,756,231,574,$52.00 ,0,"3,729"
75,,No,,One Year,8701-ILKP,Yes,Female,No,10-May,Yes,no,0,Direct Debit,289-8687,Yes,LA,No,No,35,79,2,$51.00 ,$103.80 ,6,0,2,$51 ,$104 ,140,311.5,105,277,$40.00 ,0,"1,384"
70,,No,,Two Year,5743-HQQM,Yes,Male,No,10-May,Yes,no,0,Direct Debit,310-4360,Yes,WY,No,No,72,70,2,$49.00 ,$450.00 ,7,0,2,$49 ,$450 ,288,900,187,433.7,$61.00 ,0,"4,418"
65,,No,,Two Year,0282-TNXW,Yes,Female,No,>10,Yes,no,0,Paper Check,376-2922,Yes,IA,No,No,67,68,0,$0.00 ,$318.30 ,10,0,0,$0 ,$318 ,201,636.5,130,335.2,$22.00 ,0,"1,496"
45,,No,,Month-to-Month,8992-OIWB,Yes,Female,No,0-5,Yes,no,0,Credit Card,365-6022,No,WY,No,Yes,15,47,0,$0.00 ,$24.50 ,2,0,0,$0 ,$25 ,60,73.5,49,139,$34.00 ,0,523
45,,No,,Month-to-Month,2693-CZBD,Yes,Female,No,0-5,Yes,no,0,Credit Card,336-5976,No,RI,No,Yes,43,45,0,$0.00 ,$230.10 ,3,0,0,$0 ,$230 ,172,460.1,89,298.9,$42.00 ,0,"1,775"
40,,No,,Month-to-Month,5291-JIDG,Yes,Female,No,0-5,Yes,no,0,Credit Card,252-1573,No,CO,No,Yes,47,41,0,$0.00 ,$216.20 ,4,0,0,$0 ,$216 ,188,432.4,164,657.2,$35.00 ,0,"1,657"
50,,No,,Month-to-Month,3228-GENE,Yes,Female,No,0-5,Yes,no,0,Credit Card,299-4711,No,MO,No,Yes,16,52,0,$0.00 ,$51.60 ,4,0,0,$0 ,$52 ,64,206.4,20,64.1,$50.00 ,0,807
55,,No,,Month-to-Month,9325-HTNC,Yes,Female,No,0-5,Yes,no,0,Credit Card,391-2673,No,MO,No,Yes,43,58,0,$0.00 ,$76.50 ,4,0,0,$0 ,$77 ,172,382.7,217,564.5,$45.00 ,0,"1,933"
45,,No,,Month-to-Month,6691-USGH,Yes,Female,No,0-5,Yes,no,0,Credit Card,405-3309,No,NJ,No,Yes,63,49,0,$0.00 ,$175.10 ,4,0,0,$0 ,$175 ,378,875.7,199,626.3,$55.00 ,0,"3,450"
60,,No,,Month-to-Month,9433-QIXA,Yes,Female,No,10-May,Yes,no,0,Credit Card,329-9517,No,WA,No,Yes,23,61,0,$0.00 ,$44.30 ,5,0,0,$0 ,$44 ,92,177.1,152,372.8,$45.00 ,0,"1,057"
45,,No,,Month-to-Month,8115-BNWE,Yes,Female,No,10-May,Yes,no,0,Credit Card,405-9864,No,WV,No,Yes,18,47,0,$0.00 ,$59.00 ,6,0,0,$0 ,$59 ,108,235.8,70,163.1,$13.00 ,0,243
55,,No,,Month-to-Month,1179-RNDX,Yes,Female,No,10-May,Yes,no,0,Credit Card,275-5068,No,WV,No,Yes,22,58,1,$0.00 ,$137.50 ,5,0,1,$0 ,$138 ,88,275,94,258.6,$28.00 ,0,608
55,,No,,Month-to-Month,2274-BQFR,Yes,Male,No,0-5,Yes,no,0,Credit Card,262-9190,No,NM,No,Yes,1,59,0,$0.00 ,$6.00 ,3,0,0,$0 ,$6 ,4,11.9,2,6,$26.00 ,0,26
60,,No,,Month-to-Month,7698-WUWH,Yes,Male,No,0-5,Yes,no,0,Credit Card,313-3235,No,UT,No,Yes,17,63,0,$0.00 ,$60.10 ,4,0,0,$0 ,$60 ,68,180.2,62,168.3,$14.00 ,0,238
35,,No,,Month-to-Month,2815-LILY,Yes,Male,No,10-May,Yes,no,0,Credit Card,400-8069,No,WY,No,Yes,20,37,0,$0.00 ,$110.00 ,5,0,0,$0 ,$110 ,140,220,81,196.4,$35.00 ,0,682
30,,No,,Month-to-Month,5095-KHLA,Yes,Male,No,10-May,Yes,no,0,Credit Card,383-4641,No,IN,No,Yes,3,31,0,$0.00 ,$6.80 ,6,0,0,$0 ,$7 ,21,33.9,7,23.3,$18.00 ,0,46
50,,No,,Month-to-Month,8701-LLYN,Yes,Male,No,10-May,Yes,no,0,Credit Card,422-2571,No,WA,No,Yes,44,53,0,$0.00 ,$95.00 ,8,0,0,$0 ,$95 ,176,475.2,122,307.5,$47.00 ,0,"2,043"
55,,No,,Month-to-Month,7017-OWMK,Yes,Male,No,>10,Yes,no,0,Credit Card,284-6650,No,WV,No,Yes,33,57,0,$0.00 ,$81.20 ,10,0,0,$0 ,$81 ,132,405.9,43,130.5,$45.00 ,0,"1,458"
50,,No,,One Year,4570-EEKV,Yes,Female,No,0-5,Yes,no,0,Credit Card,408-2089,No,VA,No,Yes,60,50,0,$0.00 ,$190.50 ,1,0,0,$0 ,$191 ,420,762,119,360.5,$38.00 ,0,"2,292"
60,,No,,One Year,1343-HRIN,Yes,Female,No,0-5,Yes,no,0,Credit Card,278-6370,No,MS,No,Yes,61,62,0,$0.00 ,$276.50 ,4,0,0,$0 ,$277 ,244,829.6,204,546.9,$51.00 ,0,"3,107"
55,,No,,One Year,7254-RGMI,Yes,Female,No,10-May,Yes,no,0,Credit Card,307-9455,No,CT,No,Yes,54,56,0,$0.00 ,$378.00 ,6,0,0,$0 ,$378 ,216,756,125,431,$53.00 ,0,"2,858"
45,,No,,One Year,3162-EHZA,Yes,Female,No,10-May,Yes,no,0,Credit Card,306-7248,No,MI,No,Yes,33,47,0,$0.00 ,$111.10 ,7,0,0,$0 ,$111 ,132,333.3,214,525.4,$56.00 ,0,"1,854"
40,,No,,One Year,1627-IWME,Yes,Female,No,>10,Yes,no,0,Credit Card,288-2056,No,RI,No,Yes,55,43,0,$0.00 ,$122.10 ,12,0,0,$0 ,$122 ,220,610.5,421,714.3,$14.00 ,0,793
30,,No,,One Year,4931-HCNY,Yes,Female,No,>10,Yes,no,0,Credit Card,336-3508,No,GA,No,Yes,28,33,0,$0.00 ,$65.30 ,14,0,0,$0 ,$65 ,112,196,209,443.4,$25.00 ,0,685
50,,No,,One Year,4563-FCIB,Yes,Male,No,10-May,Yes,no,0,Credit Card,384-9682,No,ID,No,Yes,66,50,0,$0.00 ,$130.70 ,5,0,0,$0 ,$131 ,132,653.4,288,658.4,$65.00 ,0,"4,257"
60,,No,,One Year,2497-EDSN,Yes,Male,No,10-May,Yes,no,0,Credit Card,383-9448,No,WI,No,Yes,53,62,0,$0.00 ,$173.10 ,5,0,0,$0 ,$173 ,371,519.4,330,641.9,$52.00 ,0,"2,773"
55,,No,,One Year,4432-MQDH,Yes,Male,No,10-May,Yes,no,0,Credit Card,372-9091,No,CO,No,Yes,68,55,0,$0.00 ,$306.00 ,6,0,0,$0 ,$306 ,136,"1,224",457,955.6,$68.00 ,0,"4,662"
30,,No,,One Year,6368-XFXN,Yes,Male,No,10-May,Yes,no,0,Credit Card,308-4459,No,NY,No,Yes,46,34,0,$0.00 ,$211.60 ,9,0,0,$0 ,$212 ,184,634.8,84,228.2,$18.00 ,0,804
55,,No,,One Year,2664-MCNF,Yes,Male,No,>10,Yes,no,0,Credit Card,272-9696,No,NM,No,Yes,36,57,1,$0.00 ,$82.80 ,15,0,1,$0 ,$83 ,144,331.2,235,508.6,$19.00 ,0,688
